"study.hrs.perwk","attendance.rate","previous.grades","extracurricular.activities","parent.edu.level","passed"
1.2,63.1,52.1,"Yes","Bachelor","No"
19,98.6,52.3,"Yes","High School","Yes"
10.5,83.5,60,"Yes","Master","Yes"
15.6,59.2,54.3,"Yes","Doctorate","No"
11.2,65.4,65.2,"Yes","Bachelor","Yes"
11,89.7,60.2,"Yes","Master","Yes"
12.7,48.1,61.5,"No","Master","No"
9.7,86.8,63.1,"No","Doctorate","Yes"
14.1,60.9,60.9,"No","Bachelor","No"
4.7,62.8,61.1,"Yes","High School","No"
19.6,90.1,57.3,"Yes","Associate","Yes"
16.7,61.1,95.2,"No","Master","No"
15,70.6,68.6,"Yes","Master","No"
8.6,85.1,82.4,"Yes","High School","Yes"
6.6,80.7,64.8,"No","Doctorate","No"
7.2,70.3,72.7,"Yes","Doctorate","Yes"
20.5,58.8,74.4,"No","Doctorate","Yes"
12.9,52.4,71.7,"No","Associate","Yes"
14.8,60.3,75.5,"No","High School","No"
14.7,56.1,64.9,"No","Associate","Yes"
8.5,71.1,68.8,"Yes","Bachelor","No"
13.8,86,82.2,"Yes","Bachelor","Yes"
7.4,77.9,68.8,"No","Doctorate","Yes"
1.1,90.3,73.9,"Yes","Doctorate","Yes"
13.6,89.8,41.3,"Yes","Bachelor","No"
13.5,91.8,80.3,"No","Bachelor","No"
18,83.1,66.3,"Yes","Master","No"
16.7,80.9,78,"Yes","Master","Yes"
11.5,62.5,55.5,"Yes","Doctorate","Yes"
10.2,62,77.9,"Yes","Master","No"
5.7,62.9,60.7,"No","High School","Yes"
16.5,67.1,65.1,"No","Bachelor","No"
10.3,99.4,84.1,"No","Bachelor","Yes"
20.2,81.3,61.1,"Yes","Associate","No"
10.2,83.7,72.1,"No","High School","No"
15.7,87.8,78.3,"Yes","High School","No"
12,93.6,56.1,"Yes","Master","No"
11.6,94.6,76.9,"Yes","Master","No"
4.2,53.6,63.9,"Yes","Associate","No"
3.2,61,60.8,"Yes","Bachelor","Yes"
7.3,82.6,64.1,"Yes","Associate","No"
5.1,66.1,51.9,"Yes","Bachelor","Yes"
16.1,93.5,73.8,"Yes","Doctorate","Yes"
2.1,79.3,72.5,"No","Associate","Yes"
5.3,84.9,83.5,"Yes","Doctorate","Yes"
1.4,73.4,69.4,"No","Master","Yes"
6.1,64.5,57,"Yes","High School","Yes"
13.8,68.3,64.5,"No","Master","No"
7.9,98.9,66.1,"Yes","High School","Yes"
12.3,69.1,57.9,"No","Associate","No"
14,55.6,67,"Yes","High School","No"
10.1,81.4,64.4,"No","High School","Yes"
9.5,81.8,65.8,"Yes","Doctorate","Yes"
3.6,93.5,51.6,"No","High School","No"
4.2,65.4,29.1,"Yes","Master","No"
14.8,98.9,61.2,"No","Master","Yes"
12,44.7,45,"Yes","Master","Yes"
15.3,62.7,70.5,"Yes","High School","Yes"
10.7,37.4,64.3,"No","Bachelor","No"
1.4,64.4,60.6,"No","Bachelor","No"
8.6,74,53.9,"No","High School","No"
9.9,53.2,80,"No","Bachelor","No"
19.8,50.3,48,"No","Bachelor","Yes"
13.4,75.8,29.7,"Yes","Master","Yes"
17.7,73.4,46.7,"No","Doctorate","No"
13,69.7,87.9,"Yes","Associate","No"
6.4,49.7,61,"No","Associate","No"
5.3,76.7,83.1,"Yes","Associate","Yes"
8.1,63.8,52.7,"No","Master","No"
9,74.2,69.3,"No","Bachelor","No"
18,48.8,76.9,"No","Master","No"
0.4,47.1,46,"No","Associate","Yes"
16,86.2,49.6,"No","High School","No"
5.3,90.3,61.2,"No","Doctorate","No"
3.1,67.1,72.2,"Yes","Master","Yes"
15.9,75.6,53.1,"No","Master","No"
13.7,66,82.1,"No","Master","Yes"
16.3,96.9,79.3,"No","Associate","No"
14,70.9,64.1,"Yes","High School","Yes"
20.3,65,71.7,"Yes","Associate","No"
12.8,94.3,76,"Yes","Bachelor","No"
9.2,59.5,77.8,"Yes","Doctorate","Yes"
11.7,78.1,72.5,"Yes","High School","Yes"
16.2,54,56.3,"No","Master","No"
6.7,91.3,67.4,"No","Bachelor","No"
8.5,49.2,83.7,"No","Master","Yes"
0.5,46.1,85,"Yes","Associate","No"
10.7,80.8,69.8,"No","High School","No"
7.6,57.9,55.7,"No","Master","No"
18.4,50.7,43.5,"Yes","High School","No"
2.7,89.3,80,"Yes","Associate","No"
13.4,62.4,71.1,"No","Associate","Yes"
1.4,70.1,99.9,"No","High School","No"
23.6,75.9,71,"Yes","Associate","No"
3,55.4,42.4,"No","High School","Yes"
8.9,51.9,51.6,"No","Associate","Yes"
9.4,56.8,54.3,"No","High School","Yes"
8.5,85.3,67.1,"Yes","Associate","No"
0.3,57.9,73.6,"Yes","Bachelor","Yes"
11.8,81.9,52.4,"No","Master","Yes"
10.8,78.5,81.4,"No","Doctorate","No"
16.6,55.5,53.7,"No","High School","No"
5.3,75,52.1,"No","Associate","No"
15.3,59.6,89.2,"No","Doctorate","No"
18.8,81.7,91.3,"Yes","Master","No"
13.4,67.6,80.2,"No","Doctorate","Yes"
7.8,46.7,80.7,"No","Master","No"
5.8,96.1,47.8,"Yes","Master","Yes"
7.6,80,75.9,"Yes","Associate","No"
9.8,68.6,84,"Yes","High School","Yes"
16.7,62.1,61.4,"No","Master","Yes"
10.1,91.3,45.3,"Yes","High School","Yes"
13.1,59.7,41.3,"No","Doctorate","Yes"
16.5,80,44,"No","Bachelor","No"
9.6,58.4,55.6,"Yes","Master","No"
9.1,75.1,95.4,"Yes","High School","Yes"
13,64.1,77.6,"Yes","Associate","No"
10.5,99.8,74.3,"Yes","Doctorate","No"
7.4,31.5,55,"Yes","High School","Yes"
16.8,70.8,59.4,"No","Master","No"
12,99.6,79.2,"Yes","High School","No"
1.6,60.3,82.2,"Yes","Doctorate","No"
11.5,66.7,25.1,"Yes","Master","Yes"
12.4,79.1,95.2,"No","Associate","No"
3.3,86.4,59.7,"No","Doctorate","No"
16.8,94.4,42.9,"Yes","Doctorate","No"
13.4,93.8,53,"Yes","Associate","Yes"
5.6,57.1,75.2,"Yes","Associate","No"
13.3,52.9,55.3,"No","Doctorate","No"
8.1,51,44,"Yes","Associate","No"
0.4,75.1,61.3,"No","Bachelor","Yes"
15.8,46.1,80.1,"Yes","Associate","No"
6.1,56.1,73.2,"Yes","High School","No"
5.7,73,44,"No","High School","Yes"
9.7,87.8,63,"Yes","Doctorate","Yes"
12.7,50.5,64.2,"Yes","Master","No"
9.4,80.4,81.9,"Yes","High School","No"
19.5,52.9,58.6,"No","Doctorate","No"
9.4,84.1,59.5,"Yes","Master","Yes"
15.4,68.9,67.8,"Yes","Bachelor","No"
10.2,84.3,69.8,"No","Associate","No"
7.6,64.1,74.2,"Yes","Bachelor","Yes"
16.9,65.4,56.8,"No","Associate","Yes"
11.8,70.3,46.4,"No","Master","No"
15.9,49.7,74.5,"Yes","Master","No"
7.9,87.5,55.1,"No","High School","Yes"
8.2,55.5,35.7,"Yes","Associate","No"
13.6,79.2,79.6,"No","Bachelor","Yes"
5.3,72.3,63.3,"No","High School","Yes"
10.2,99.4,69,"Yes","High School","No"
0.3,92.6,91.6,"No","High School","No"
20.6,55.3,75.5,"No","Bachelor","Yes"
0.1,57.3,59.9,"Yes","High School","No"
10.8,35.7,55.6,"Yes","Doctorate","No"
10.2,56.9,62.8,"Yes","Doctorate","No"
11.5,62.9,86.8,"Yes","Master","Yes"
12.3,46.2,34.9,"No","Associate","No"
9.5,98.1,56.2,"No","Bachelor","No"
18.9,65.8,75.3,"Yes","High School","No"
2.6,68.2,86.1,"No","Doctorate","Yes"
10.7,68,68,"No","Associate","Yes"
10.3,36,87.5,"Yes","Bachelor","Yes"
14.1,45.7,90.7,"Yes","Associate","No"
5.8,56,59.7,"Yes","High School","No"
10.8,25,52.1,"Yes","Doctorate","No"
11.4,85.8,43.6,"Yes","Doctorate","Yes"
17.4,81.9,46.6,"Yes","High School","No"
3.6,38.7,50.8,"No","Master","No"
10.1,81.5,68.8,"No","Associate","Yes"
12.8,69.8,61.1,"No","Master","Yes"
7,65.5,61.7,"No","High School","Yes"
17.8,82.5,37.6,"No","High School","No"
4.4,88.7,78.7,"No","Master","No"
15.5,30.3,45.5,"Yes","Associate","No"
9,71.9,57.6,"Yes","High School","No"
4.4,70.9,53.8,"Yes","High School","No"
9.7,73.6,76.2,"No","Bachelor","Yes"
10.8,64.3,59.2,"No","Associate","No"
13.3,60.5,83.8,"No","Associate","No"
18.4,75.1,89.2,"No","Doctorate","Yes"
11.2,52.2,64.2,"Yes","High School","No"
13.6,94.1,85.5,"Yes","High School","No"
8.7,70.1,71.6,"No","Master","No"
11.4,70,66.8,"No","Bachelor","Yes"
5.3,76.5,44.9,"Yes","Master","Yes"
5,51.4,68,"Yes","Bachelor","Yes"
5.7,74.6,55,"No","Associate","Yes"
6.8,81.3,59.5,"No","High School","No"
9.4,61.1,71.4,"No","Associate","No"
10.1,57.8,99.1,"No","Master","No"
0.4,61.8,83.9,"No","Doctorate","No"
2.6,63.8,58.4,"Yes","Doctorate","Yes"
11.7,45.9,41.7,"Yes","Associate","Yes"
6.3,65.3,55.6,"No","Master","No"
15.3,54.2,62.6,"Yes","Master","No"
13.6,81.6,52.3,"No","Associate","No"
19.1,81.6,80.2,"No","Associate","No"
7.1,80.4,72.8,"Yes","Bachelor","Yes"
22.3,96.4,56.9,"Yes","Associate","Yes"
19.9,57.1,65.2,"No","Doctorate","Yes"
10.1,34.4,70.9,"No","Master","No"
16.8,94.1,76.6,"No","Master","Yes"
6.7,65.7,69.9,"No","Master","Yes"
14.4,59.4,87.7,"No","Master","Yes"
10.4,71.2,78.2,"Yes","High School","Yes"
10.9,54,60.9,"No","Associate","Yes"
5.8,45.3,53.6,"No","Associate","No"
11.2,69.6,64,"No","Doctorate","Yes"
8.9,76.3,56.6,"No","Bachelor","No"
6.5,60.4,88.4,"No","Master","Yes"
9.7,66.5,67.1,"Yes","Bachelor","No"
9.6,53.1,83.6,"No","Associate","No"
13.8,76.6,75.9,"Yes","Master","No"
6.1,59.2,60.1,"No","Bachelor","No"
19.8,82.3,78.5,"No","Associate","No"
9.8,52.1,68.6,"Yes","High School","No"
9.9,95.8,93.4,"No","Associate","Yes"
4.8,76.1,51.5,"No","Master","Yes"
6.8,72.1,55.7,"Yes","High School","No"
6.9,73.3,71.7,"No","Bachelor","Yes"
5.1,85,96.9,"Yes","Bachelor","No"
10.6,63.7,50.1,"Yes","High School","Yes"
6.7,82.3,61.7,"No","High School","Yes"
11.7,72.4,66,"Yes","Master","No"
12.3,73.1,45.2,"Yes","Associate","No"
5.2,60.3,58.1,"Yes","High School","No"
15.1,35,54,"Yes","Doctorate","Yes"
17.2,82.5,69.1,"No","High School","No"
1,62.4,70.2,"Yes","Associate","No"
5.1,34.8,86.1,"Yes","Bachelor","No"
7.7,71.8,50.3,"Yes","High School","No"
11.1,68.7,79,"Yes","Associate","No"
0.3,76,72.1,"No","High School","No"
4.4,42.1,55.1,"No","Master","No"
17.7,93.1,45.2,"Yes","Bachelor","No"
5.4,82,92.8,"No","High School","Yes"
11.8,62.2,46.3,"Yes","Associate","Yes"
1,81.9,67.8,"Yes","Master","No"
11.2,78.5,49.9,"Yes","Master","Yes"
12.4,51.2,77,"No","High School","Yes"
13.5,64.6,77.2,"No","High School","No"
15.9,73.2,51.8,"No","Associate","Yes"
3.1,47,50.3,"Yes","Bachelor","No"
21.8,52.7,76.4,"No","Doctorate","Yes"
17,65.8,81.1,"Yes","Bachelor","No"
11.2,75,49.4,"No","Doctorate","Yes"
1.3,64.6,64.8,"Yes","High School","No"
16.1,73.2,62.1,"No","Bachelor","No"
12.1,76,61.2,"Yes","Doctorate","No"
14.3,79.7,77.7,"No","Associate","No"
5.5,97.1,72.3,"No","Associate","No"
7.7,93.9,80.6,"Yes","Master","Yes"
4.9,94.7,92.7,"No","Master","Yes"
5.9,87.4,92.1,"No","High School","Yes"
5.5,50.7,76.2,"No","Associate","No"
5.4,96.2,81.4,"No","Bachelor","No"
10.6,71.8,41.8,"Yes","Associate","Yes"
15.9,68.1,62.2,"Yes","Doctorate","Yes"
16.6,84.5,79,"No","Doctorate","Yes"
14.3,86.8,50.9,"No","Master","Yes"
11.5,92.2,57.1,"Yes","Bachelor","Yes"
4,92.7,67.2,"No","Master","Yes"
19.7,66.2,78.8,"No","Bachelor","No"
6.2,89.6,65.3,"Yes","High School","No"
13.3,74.6,55.7,"Yes","Bachelor","No"
15.3,38.5,88,"Yes","High School","No"
7.2,60.3,80.3,"No","Master","No"
15.2,92,53.3,"No","Associate","Yes"
13.8,68.9,51.6,"Yes","Master","Yes"
18.6,99.3,58.9,"No","High School","No"
7.7,50.7,79.7,"Yes","High School","Yes"
3.6,88.9,26.1,"No","Bachelor","Yes"
11,70.1,59.6,"Yes","Doctorate","Yes"
10.3,51.4,46.6,"Yes","Master","Yes"
8,79.2,67.1,"No","High School","No"
0.5,54.8,69.2,"Yes","Doctorate","No"
12.4,62.3,78.1,"Yes","High School","Yes"
19.9,72.2,82.2,"Yes","High School","Yes"
12.3,67.7,70.2,"No","Master","Yes"
13,95.6,72.6,"Yes","Master","No"
12,74.8,59.1,"No","Bachelor","Yes"
8.4,64.1,41.5,"No","Doctorate","Yes"
6,95.5,89.8,"No","High School","Yes"
8.8,69.8,55.5,"No","High School","Yes"
11.6,76,41.8,"Yes","Master","Yes"
12.2,49.6,67,"Yes","Master","Yes"
14.2,66.5,74.8,"No","Doctorate","No"
16.4,72.5,56.7,"No","High School","No"
10.4,42.1,44.5,"Yes","Associate","No"
3.5,60.8,87.3,"No","Associate","Yes"
8.3,73.6,74.7,"No","Associate","Yes"
16.9,78.2,49.8,"No","High School","No"
16.8,89.6,68.3,"No","Doctorate","Yes"
6.8,66.9,70.6,"No","Associate","Yes"
9.5,80.2,90.4,"No","Master","Yes"
18.3,88.2,71.3,"No","Master","Yes"
8.1,61.3,72.2,"Yes","Doctorate","No"
13.5,44,50,"No","Bachelor","No"
0.6,58.6,59.9,"Yes","Bachelor","Yes"
15.9,79.4,41.9,"No","Bachelor","No"
15.3,65.6,56.5,"No","Associate","Yes"
10.5,95,77,"No","Bachelor","Yes"
8.9,45.2,45.6,"Yes","Bachelor","No"
12,72.4,48.6,"No","Doctorate","Yes"
21.4,59.7,52.6,"Yes","Associate","No"
1.2,94.8,82.1,"Yes","Master","Yes"
13.9,85.9,80,"Yes","Doctorate","Yes"
5.4,58.4,33.5,"No","Bachelor","Yes"
8.8,42.5,66.3,"No","Doctorate","Yes"
7.9,39.3,40.9,"No","High School","No"
9.9,57.3,83.1,"No","Bachelor","No"
1,73.4,68.1,"Yes","Bachelor","Yes"
12.7,66.9,87.1,"Yes","Associate","Yes"
8.4,85.8,64.9,"No","Master","No"
11,49,67.7,"No","Doctorate","No"
10.2,50.6,69.6,"No","High School","No"
2.9,62.8,76.1,"No","High School","No"
5.4,39.9,81.3,"Yes","Associate","Yes"
7.7,68.2,32.4,"Yes","Bachelor","Yes"
11.5,94.2,42.2,"Yes","Associate","No"
6.1,96.4,75.1,"No","Doctorate","No"
9.7,61.4,94.5,"No","High School","Yes"
13.2,54,61.1,"No","Doctorate","No"
10.5,83.7,75.1,"Yes","Doctorate","No"
17.5,91.9,68.9,"Yes","Master","Yes"
13.9,62.9,84.9,"No","High School","No"
7.6,71.6,71.3,"Yes","Doctorate","No"
8.7,90,79.3,"Yes","Doctorate","No"
12.4,77.8,68.9,"No","High School","No"
4.7,79.5,52.1,"Yes","High School","No"
5.5,86.6,69.7,"Yes","Doctorate","No"
13.8,64.4,70.6,"No","Bachelor","Yes"
3.3,69.2,79.5,"No","High School","Yes"
9.8,67.6,71.8,"Yes","Master","Yes"
4.1,80.2,66.9,"Yes","Doctorate","Yes"
5.7,89.8,48.2,"Yes","High School","No"
8.2,69.6,36.9,"Yes","Master","No"
7.9,69.5,81.7,"No","Master","No"
13.1,75.4,38.5,"Yes","Doctorate","Yes"
14.7,56.1,32.2,"Yes","High School","Yes"
8.5,73.4,69.5,"No","Bachelor","Yes"
9.5,43.7,47,"Yes","Associate","Yes"
18.7,40.5,69.6,"No","Associate","Yes"
1.2,63.1,59.4,"No","Associate","No"
11,39.4,74.3,"No","Associate","No"
8.2,82,79.8,"Yes","Doctorate","No"
8.9,74.2,47.8,"Yes","Doctorate","Yes"
11.5,40.6,73.8,"Yes","Bachelor","Yes"
7.2,98.4,46,"Yes","Bachelor","Yes"
8.4,66.6,69.6,"No","High School","No"
8.3,64.6,74.6,"No","Doctorate","No"
16.1,83.2,70.7,"No","Associate","No"
11.3,65.1,72.5,"Yes","Associate","No"
14,86.4,53.8,"No","Associate","Yes"
8.7,66.3,59.5,"No","Bachelor","No"
6.1,70.4,90.6,"Yes","Bachelor","No"
7,51.5,51.7,"No","Associate","No"
7.4,65.3,86.1,"No","Doctorate","No"
3.9,86.8,70.5,"No","Doctorate","Yes"
9.1,66.1,75.6,"Yes","Associate","No"
18.6,98,60,"Yes","Bachelor","No"
10.6,66.5,52.3,"No","Doctorate","No"
10.5,73.7,65.3,"Yes","High School","No"
6,98.9,71.9,"No","Associate","No"
7.5,80.5,49.2,"Yes","Associate","No"
18.7,74.6,66.9,"Yes","Bachelor","No"
7.7,95.3,59.3,"No","Doctorate","No"
4.1,47,67.4,"No","Bachelor","Yes"
12.3,93.8,93.4,"Yes","Doctorate","No"
14.9,84.4,76.3,"Yes","Bachelor","Yes"
10.9,95.4,67.1,"Yes","Bachelor","No"
12.3,91.2,56.4,"Yes","High School","Yes"
9.6,62,66.3,"No","High School","No"
8,65.3,54.9,"No","Doctorate","No"
2.6,89.5,50.2,"No","Bachelor","Yes"
0.2,53.1,75.7,"Yes","Bachelor","No"
13.1,91.2,47.5,"No","Doctorate","Yes"
4.6,56.6,77.1,"Yes","Master","Yes"
6.3,57.6,59.5,"No","Bachelor","No"
8.4,85.2,44.6,"No","Associate","No"
13,96.5,71.7,"Yes","Master","No"
9.8,72.7,62.8,"Yes","Bachelor","Yes"
14,61.3,74.9,"Yes","Master","No"
16.7,68.8,60.5,"No","Associate","No"
12.4,95.1,66.1,"No","Bachelor","Yes"
10.1,80.3,82.5,"No","Doctorate","No"
5.1,71.5,77.2,"No","Doctorate","No"
13.7,41.7,60.8,"No","Associate","No"
18.4,97.2,47.3,"No","Master","Yes"
11.7,66.2,60.6,"Yes","Doctorate","Yes"
19.6,86.3,60.3,"Yes","Master","Yes"
2.4,74.8,64.2,"No","Associate","No"
4.2,42.7,94.7,"No","Bachelor","Yes"
11.3,96.6,67,"No","High School","Yes"
16.6,90.3,76.7,"Yes","High School","Yes"
9.9,81.3,72.6,"No","Bachelor","Yes"
5.7,51.1,87,"No","Associate","Yes"
4.4,77.3,59.5,"Yes","Master","Yes"
11.8,33.6,67.3,"No","Associate","No"
1.4,67.8,60,"Yes","Bachelor","Yes"
15.9,73.7,54,"Yes","Bachelor","No"
7.1,83.6,73.6,"No","High School","Yes"
4.6,50.6,47.7,"No","Bachelor","Yes"
10.1,77.2,51.1,"Yes","Master","No"
17.4,76.1,61.6,"No","Doctorate","Yes"
6.3,69.5,62,"No","Master","No"
3,69.1,90,"Yes","High School","No"
7.2,71.6,51.5,"No","Doctorate","Yes"
15.9,50.2,86.7,"No","High School","No"
9.9,49.1,84.3,"Yes","Doctorate","Yes"
16.8,68.8,62.8,"No","Associate","Yes"
13.3,89.3,53.7,"Yes","Doctorate","No"
4.8,59.4,53.8,"No","Doctorate","Yes"
10.8,96.8,70.8,"Yes","Associate","No"
5.8,80.2,29.4,"Yes","Associate","Yes"
13,63.2,87.2,"No","Master","Yes"
9.5,58.1,55.7,"Yes","Associate","No"
6.7,58.5,65.6,"No","Master","No"
2.1,88.6,71.5,"No","Bachelor","No"
4.7,79.6,81.3,"Yes","Bachelor","No"
15,78.7,72.9,"No","Associate","Yes"
11.3,38.2,65.4,"No","Bachelor","No"
9.4,75.6,59.4,"No","Doctorate","No"
7.5,65.8,51.8,"No","Doctorate","No"
11.5,70.9,53.5,"Yes","High School","Yes"
5.5,55.5,76.8,"Yes","Bachelor","No"
9.8,57.8,50.8,"Yes","Doctorate","Yes"
11.2,63.2,72.7,"Yes","Master","Yes"
8,67.6,36.8,"Yes","Master","Yes"
17.5,83.6,63.6,"Yes","Bachelor","No"
4.6,47.3,77.2,"Yes","High School","No"
17.5,76.5,89.3,"Yes","Master","Yes"
3.4,86.7,38,"Yes","High School","No"
12,56.3,74.1,"No","Bachelor","Yes"
6,52.3,59.7,"Yes","High School","No"
7.5,84,68.3,"No","Associate","No"
23.6,55.4,73,"No","Master","Yes"
14.2,81.1,61.6,"Yes","Doctorate","No"
12.5,62.2,55.2,"Yes","Bachelor","Yes"
12,91.7,73.3,"Yes","High School","No"
15.4,93.9,54.2,"Yes","Master","Yes"
5.7,69.3,82.6,"Yes","High School","No"
13.5,85.6,94.7,"Yes","Bachelor","No"
19.3,75.3,62.5,"No","Bachelor","No"
7.9,93,69.1,"No","Bachelor","Yes"
4.5,90.3,61.6,"No","Associate","Yes"
8.2,54.1,65.1,"No","Associate","No"
7.8,80,49,"Yes","Bachelor","Yes"
14.7,85.9,73.8,"No","High School","No"
20.2,74.4,67.4,"No","Master","Yes"
5,95.2,92.3,"Yes","Master","Yes"
4.7,83.6,62.6,"Yes","Doctorate","No"
9.7,99.8,80.7,"Yes","High School","Yes"
12.4,92.6,99.2,"No","Doctorate","Yes"
8.3,60.3,44.4,"No","Master","No"
0.7,45,72.9,"No","Doctorate","No"
5.8,47.6,58.9,"No","Doctorate","Yes"
16.9,52.8,71.4,"Yes","Doctorate","No"
10.7,79.8,66.6,"No","Bachelor","Yes"
13.3,47.8,48.5,"Yes","Master","No"
13.2,64.3,64,"No","Doctorate","Yes"
4.9,72.1,75.3,"No","Associate","Yes"
7.6,44.2,64.5,"No","High School","Yes"
10,61,57.3,"Yes","High School","Yes"
0.1,83.5,54.6,"No","Bachelor","Yes"
11.7,71.9,70.1,"Yes","Doctorate","Yes"
5.8,60.8,63.7,"No","High School","Yes"
6.3,76,89.7,"Yes","High School","No"
8.9,55.5,83.5,"No","High School","No"
6.5,45,59.5,"No","Master","Yes"
5.6,61.9,37.7,"No","Bachelor","No"
12.7,92.4,46.8,"No","High School","Yes"
6,67,78.4,"No","High School","No"
8.9,88.4,51.1,"Yes","High School","Yes"
15,91.7,51.6,"Yes","Bachelor","No"
12.7,71.3,77.5,"Yes","Bachelor","Yes"
8.8,83.9,78.6,"Yes","Associate","No"
9,99.1,40.7,"Yes","Doctorate","No"
12,59.3,85.2,"No","Bachelor","Yes"
7,65.3,61.1,"Yes","Master","No"
17.5,70,81.3,"No","Doctorate","Yes"
15.2,78.1,38.2,"No","Doctorate","No"
3,93.2,49.5,"Yes","Associate","Yes"
14.3,74.3,49.5,"Yes","Master","No"
6.7,72.8,58.3,"Yes","Associate","Yes"
8.5,97.4,81.4,"No","High School","No"
17.9,75.2,88.3,"Yes","Associate","No"
9.8,88,51.9,"Yes","Associate","No"
6.4,54.1,88.2,"No","Bachelor","No"
5.6,97.2,67.4,"No","Master","Yes"
3.3,96.4,60.8,"No","High School","Yes"
11.7,41.9,88.2,"No","Doctorate","No"
13.3,65.5,81.5,"No","Bachelor","Yes"
15.9,47.2,58.5,"No","Associate","No"
8.5,50.3,66.2,"Yes","High School","Yes"
3.8,65.1,72.6,"No","Bachelor","Yes"
9.1,91.2,70.2,"No","Associate","Yes"
17.2,93.7,92,"Yes","Associate","No"
10.1,94.7,72,"Yes","Master","No"
18.2,88.8,72.6,"No","Doctorate","No"
2.8,66.7,59,"No","Bachelor","Yes"
3.6,93.2,64,"Yes","Doctorate","Yes"
1.9,49.3,55.1,"Yes","Doctorate","No"
11.9,84.7,69.4,"No","Master","No"
10.8,51.7,45.2,"Yes","Doctorate","No"
17.7,77.9,90.4,"Yes","Associate","No"
11.2,99.4,61.3,"No","Master","Yes"
8,79.3,54.3,"Yes","Associate","Yes"
10,74.7,38.9,"No","High School","Yes"
10.6,79.5,59.7,"Yes","Associate","No"
12.6,88,61.9,"No","Associate","Yes"
13.1,70.8,45.9,"Yes","Doctorate","No"
1,57,74.2,"Yes","Bachelor","No"
9.3,50.2,71.1,"Yes","Doctorate","Yes"
6.8,26.4,44.8,"No","Master","Yes"
13,65.8,60.1,"No","Bachelor","Yes"
6,76.9,57.2,"Yes","High School","No"
1,64.8,95.3,"No","Master","No"
11.5,53.3,63.3,"No","Doctorate","No"
13.6,32.9,65.5,"Yes","High School","No"
10.1,40,50.1,"Yes","Bachelor","Yes"
11.6,89.1,46.8,"No","Bachelor","Yes"
14.1,80.1,55.9,"No","Master","No"
6.4,70.5,76.3,"No","Associate","Yes"
5.2,82.7,93.2,"No","Doctorate","Yes"
21.6,88.7,52.4,"Yes","Master","Yes"
3.5,64.8,45.4,"No","High School","Yes"
13.6,48.1,72.7,"Yes","Associate","No"
13,78.2,65.7,"No","Doctorate","No"
17.3,71,57.8,"Yes","Master","Yes"
23,53,78.1,"Yes","Doctorate","No"
13.5,91.3,75.5,"No","Master","No"
15.8,97.3,73.3,"No","Bachelor","No"
14.5,71.5,58.8,"Yes","Doctorate","Yes"
9,76.1,70.3,"Yes","Associate","No"
8.5,68.1,76.3,"No","Bachelor","No"
12.2,94.9,61.9,"No","Bachelor","Yes"
14.1,82.8,73.6,"Yes","Master","Yes"
13,63.8,45.2,"No","Associate","No"
15.2,64.7,47.2,"Yes","High School","Yes"
8.9,68.4,60.3,"No","Master","Yes"
8.1,91.2,62.2,"No","Doctorate","No"
15.1,91.1,82.2,"Yes","Master","No"
10.5,79.7,64.6,"Yes","Bachelor","Yes"
23,58.5,70.3,"Yes","Master","Yes"
11,88.9,58.7,"No","Doctorate","No"
10.3,33,63.2,"Yes","Doctorate","Yes"
9.7,57.2,79,"Yes","Master","Yes"
10.6,73.3,79,"Yes","High School","Yes"
6,74.5,81.6,"No","Associate","No"
5.4,90.8,68.2,"Yes","Bachelor","Yes"
7.7,71.5,58.4,"Yes","Associate","No"
10.4,73,54.5,"No","Master","Yes"
16,47.1,38.7,"No","High School","No"
8.4,80.7,66.9,"No","High School","No"
10.7,87.6,70.7,"No","Associate","Yes"
5.8,93.7,85.8,"Yes","Master","Yes"
6.6,46.8,60.1,"Yes","Bachelor","Yes"
11,58,57.5,"No","Master","No"
9.2,56.4,39.4,"Yes","Master","Yes"
7.2,59.7,62.3,"Yes","High School","No"
12.1,73.4,86.9,"Yes","Master","Yes"
18.6,83.8,62.2,"Yes","High School","No"
18.2,82.3,51.7,"Yes","Master","No"
0.4,69.2,70.8,"No","Doctorate","Yes"
10.8,72.6,85.3,"Yes","Doctorate","Yes"
8,76.9,51,"Yes","Bachelor","No"
10.6,62.8,85.8,"Yes","Bachelor","No"
10.8,67.2,34.2,"Yes","High School","No"
7.8,71,72.2,"Yes","Master","No"
14.3,66.1,58.6,"Yes","Associate","Yes"
11.4,88.8,84.2,"No","High School","No"
14.8,92.9,78.5,"No","Bachelor","No"
9.7,67.5,67.7,"No","High School","No"
11,80.7,62.5,"Yes","Bachelor","No"
4.3,52,64,"Yes","Doctorate","Yes"
9,43.1,58,"Yes","Bachelor","No"
13.7,69.1,54.1,"Yes","Doctorate","Yes"
13.2,79.5,58.3,"Yes","Doctorate","No"
8.6,69.2,54.6,"Yes","Doctorate","No"
5.9,83.1,64,"Yes","Associate","No"
13.5,55.5,80.2,"No","Associate","Yes"
9.6,29.6,81.4,"Yes","Master","No"
8.6,79.7,85.8,"No","Master","Yes"
18,68.1,58,"No","Doctorate","Yes"
17.3,54.7,60.3,"No","Master","Yes"
5.5,90.8,77.6,"No","Master","Yes"
10.3,49,59.5,"Yes","Bachelor","Yes"
8.4,50.2,71.7,"No","Doctorate","Yes"
8.5,67.5,63.9,"Yes","Doctorate","No"
